"ID","classes_opendata","classes_travail","terme_corpus","terme_ressources","terme_valeurs","terme_sources","terme_materiaux","terme_mesures","terme_stat","terme_jeuxdo","terme_basedo","terme_pipeline","terme_brutes","terme_nettoyees","terme_negatives","reprofam","quali_tracabilite","quali_replicabilite","quali_reproductibilite","quali_explicabilite","quali_rechouv","quali_openschol","quali_transparence","partagerestreint","partagecontrole","partageligne","partagelicence","oblig_comedit","oblig_comethique","oblig_financeur","oblig_partenaire","oblig_non","oblig_nonapp","dispo_amov","dispo_envoi","dispo_mail","dispo_servsecu","dispo_datapaper","dispo_supplem","dispo_site","dispo_cloudnoninst","dispo_cloudinst","dispo_entrepgal","dispo_entrepdiscip","dispo_git","dispo_nsp","dispo_nonapp","limite_habitude","limite_valo","limite_doute","limite_temps","limite_mesusage","reutilisable","reutilise","mettredispo_cahiers","mettredispo_logiciels","mettredispo_doc","mettredispo_metado","mettredispo_protocole","mettredispo_blog","conserv_ordiperso","conserv_ordiprof","conserv_externe","conserv_servint","conserv_servinst","conserv_servautre","conserv_servinfrastr","conserv_servprive","conserv_web","conserv_archivage","conserv_nonappl","collab_cahier","collab_bdd","collab_dosspartage","collab_redacpartage","collab_codepartage","collab_wiki","collab_gestionproj","collab_seul","connsoutien","bénésoutien","oksoutien","soutien_fi","soutien_rh","soutien_infrastr","soutien_tech","soutien_forma","soutien_jur","soutien_ethique","soutien_nonapp","aide_amont","aide_constitution","aide_traitement","aide_stockage","aide_misedispo","aide_valo","aide_publi","aide_nonappl","aidequi_speetab","aidequi_sepecentres","aidequi_labo","aidequi_liste","aidequi_platef","aidequi_formation","aidequi_JE","aidequi_nonappl","anciennete","structure","fct_perma","fct_nonperma","fct_IT","fct_bib","fct_autre","statut","disc_dt","disc_inf","disc_lsh","disc_math","disc_pluri","disc_vie","disc_inge","disc_terre","disc_matiere","specialite","sexe","envir_labo","envir_clinique","envir_terrain","envir_bibarchives","envir_modele","envir_theoredac","plus_tech","plus_expe","plus_autom","plus_dorares","plus_dostandards","plus_theo","plus_workflow","plus_modeli","plus_support","temps_collecte","temps_numeriser","temps_corpus","temps_nettoyer","temps_structurer","temps_analyser","temps_modeliser","temps_visu","temps_qualifier","temps_archiver","temps_qualite","temps_disporech","temps_com","temps_formation","source_terrain","source_instru","source_bddOA","source_bddabo","source_bddcoll","source_article","source_web","source_archive","produit_fichierordi","produit_fichierhteperf","produit_norme","produit_script","produit_logiciel","produit_notesnum","produit_notespap","tailleequipe","wavec_perman","wavec_nonperman","wavec_IT","wavec_SI","wavec_bib","wavec_jur","wavec_valo","wavec_scouv","wavec_manag","wavec_com","wavec_intnat","sysOS","log_tab","log_tabsci","log_bdd","log_visu","log_stat","log_image","log_datasci","log_prog","log_entrep","log_nonapp","outil_moi","outil_equipe","outil_parten","outil_employeur","outil_reso","outil_liste","outil_formation","outil_colloque","outil_informel","outil_veille","outil_nonapp","forma_equipe","forma_parten","forma_atelier","forma_informel","forma_mooc","forma_presentiel","forma_continue","forma_tuto","forma_papier","forma_nonapp"
525,1,1,"Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Peu","Non","Non","Non","Non","Oui","Oui","Non","NA","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","oui","non","non","Oui","Souvent","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Souvent","tressat","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Cinq à dix ans","Université","Non","Oui","Non","Non","Non","CDD","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","plus","NA","moins","moins","moins","moins","moins","NA","NA","NA","NA","NA","NA","NA","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non"
578,1,1,"Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Peu","Oui","Non","Non","Oui","Non","Non","Oui","NA","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","oui","non","oui","non","Je ne sais pas","Parfois","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Cinq à dix ans","autre","Non","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","plus","NA","NA","NA","NA","plus","NA","NA","NA","moins","NA","NA","NA","NA","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non"
583,1,1,"Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Tout à fait","Non","Non","Non","Non","Oui","Non","Oui","Souvent","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","non","non","non","non","Oui","Non applicable","Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","NA","NA","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","plus","moins","plus","moins","moins","plus","NA","NA","moins","plus","plus","moins","plus","plus","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non"
588,1,1,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Pas du tout","Oui","Non","Non","Oui","Non","Non","Non","NA","NA","Parfois","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","non","oui","non","non","oui","Oui","Souvent","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non applicable","NA","NA","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Plus de dix ans","NA","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Une femme","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","plus","NA","plus","NA","plus","plus","NA","plus","NA","plus","NA","moins","plus","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
592,2,1,"Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Peu","Oui","Non","Non","Oui","Oui","Non","Oui","Jamais","Jamais","Toujours","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","oui","non","oui","non","oui","Je ne sais pas","Parfois","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Parfois","plutotsat","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Moins de cinq ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","moins","moins","moins","NA","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Oui","Non"
599,1,1,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Pas du tout","Non","Non","Non","Oui","Non","Non","Non","Parfois","NA","Parfois","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","oui","non","non","oui","Non applicable","Non applicable","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non applicable","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Plus de dix ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Autre","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","NA","NA","plus","NA","NA","plus","NA","NA","NA","NA","NA","NA","NA","NA","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
607,1,1,"Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Peu","Oui","Non","Non","Oui","Oui","Non","Non","Parfois","NA","NA","NA","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","non","oui","oui","non","Non","Parfois","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Parfois","plutotsat","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Moins de cinq ans","Université","Non","Oui","Non","Non","Non","autre","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","plus","moins","moins","NA","moins","moins","NA","NA","moins","moins","NA","NA","moins","NA","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
685,3,1,"Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Assez","Non","Non","Non","Non","Oui","Non","Non","Souvent","Parfois","Jamais","Jamais","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","oui","non","oui","oui","non","Je ne sais pas","Souvent","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Souvent","plutotsat","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Moins de cinq ans","Université","Non","Oui","Non","Non","Non","autre","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Autre","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non"
789,3,1,"Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Pas du tout","Oui","Non","Non","Oui","Non","Non","Oui","Parfois","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","oui","non","non","oui","non","Oui","Parfois","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Non","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Moins de cinq ans","Université","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","plus","moins","moins","NA","plus","plus","NA","NA","plus","moins","moins","NA","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
831,2,1,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Pas du tout","Oui","Non","Non","Oui","Non","Non","Non","Souvent","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","oui","non","non","oui","Non","Parfois","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Cinq à dix ans","Université","Non","Oui","Non","Non","Non","doct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","histoire","Un homme","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","plus","moins","plus","NA","moins","moins","NA","NA","NA","moins","NA","moins","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
916,3,1,"Oui","Non","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Assez","Non","Non","Oui","Oui","Non","Non","Non","Souvent","NA","NA","NA","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","non","non","oui","non","non","Non","Souvent","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","NA","NA","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus de dix ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Un homme","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","plus","moins","plus","NA","moins","moins","NA","NA","NA","moins","moins","NA","moins","moins","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non"
1152,2,1,"Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Assez","Non","Oui","Non","Oui","Non","Non","Oui","Jamais","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","non","non","non","non","Oui","Je ne sais pas","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Souvent","tressat","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Cinq à dix ans","autre","Non","Oui","Non","Non","Non","autre","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","moins","moins","plus","moins","plus","plus","NA","plus","moins","moins","NA","NA","NA","NA","Oui","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non"
205,1,1,"Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Pas du tout","Non","Non","Non","Oui","Non","Non","Non","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","oui","non","non","non","Je ne sais pas","Parfois","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Plus de dix ans","NA","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Un homme","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","moins","NA","moins","NA","NA","NA","NA","NA","NA","moins","NA","NA","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
290,3,1,"Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Assez","Oui","Non","Oui","Oui","Non","Non","Oui","Souvent","NA","NA","NA","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","oui","oui","non","non","non","Oui","Jamais","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Jamais","nini","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Plus de dix ans","autre","Non","Non","Oui","Non","Non","fonct","Non","Non","Non","Non","Oui","Non","Non","Non","Non","NA","Une femme","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Oui","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non"
622,1,1,"Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Peu","Non","Non","Non","Oui","Oui","Oui","Oui","NA","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","oui","non","non","non","non","Je ne sais pas","Je ne sais pas","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Jamais","NA","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Une femme","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","moins","NA","plus","NA","moins","NA","NA","NA","NA","NA","NA","NA","moins","NA","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
883,5,1,"Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Assez","Non","Oui","Oui","Non","Oui","Non","Oui","Souvent","Jamais","Jamais","Souvent","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","oui","oui","non","non","non","Oui","Souvent","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","NA","NA","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Plus de dix ans","NA","Oui","Non","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Un homme","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","plus","NA","NA","plus","NA","plus","moins","plus","moins","moins","plus","moins","moins","moins","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MacOS","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non"
1074,4,1,"Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Assez","Oui","Non","Oui","Non","Non","Non","Non","Parfois","NA","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","non","non","oui","non","Je ne sais pas","Jamais","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","NA","NA","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Plus de dix ans","autre","Non","Non","Non","Non","Oui","CDI","Non","Oui","Non","Non","Non","Non","Non","Non","Non","NA","Autre","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","moins","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","seule","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Windows","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui"
