"ID","classes_opendata","classes_travail","terme_corpus","terme_ressources","terme_valeurs","terme_sources","terme_materiaux","terme_mesures","terme_stat","terme_jeuxdo","terme_basedo","terme_pipeline","terme_brutes","terme_nettoyees","terme_negatives","reprofam","quali_tracabilite","quali_replicabilite","quali_reproductibilite","quali_explicabilite","quali_rechouv","quali_openschol","quali_transparence","partagerestreint","partagecontrole","partageligne","partagelicence","oblig_comedit","oblig_comethique","oblig_financeur","oblig_partenaire","oblig_non","oblig_nonapp","dispo_amov","dispo_envoi","dispo_mail","dispo_servsecu","dispo_datapaper","dispo_supplem","dispo_site","dispo_cloudnoninst","dispo_cloudinst","dispo_entrepgal","dispo_entrepdiscip","dispo_git","dispo_nsp","dispo_nonapp","limite_habitude","limite_valo","limite_doute","limite_temps","limite_mesusage","reutilisable","reutilise","mettredispo_cahiers","mettredispo_logiciels","mettredispo_doc","mettredispo_metado","mettredispo_protocole","mettredispo_blog","conserv_ordiperso","conserv_ordiprof","conserv_externe","conserv_servint","conserv_servinst","conserv_servautre","conserv_servinfrastr","conserv_servprive","conserv_web","conserv_archivage","conserv_nonappl","collab_cahier","collab_bdd","collab_dosspartage","collab_redacpartage","collab_codepartage","collab_wiki","collab_gestionproj","collab_seul","connsoutien","bénésoutien","oksoutien","soutien_fi","soutien_rh","soutien_infrastr","soutien_tech","soutien_forma","soutien_jur","soutien_ethique","soutien_nonapp","aide_amont","aide_constitution","aide_traitement","aide_stockage","aide_misedispo","aide_valo","aide_publi","aide_nonappl","aidequi_speetab","aidequi_sepecentres","aidequi_labo","aidequi_liste","aidequi_platef","aidequi_formation","aidequi_JE","aidequi_nonappl","anciennete","structure","fct_perma","fct_nonperma","fct_IT","fct_bib","fct_autre","statut","disc_dt","disc_inf","disc_lsh","disc_math","disc_pluri","disc_vie","disc_inge","disc_terre","disc_matiere","specialite","sexe","envir_labo","envir_clinique","envir_terrain","envir_bibarchives","envir_modele","envir_theoredac","plus_tech","plus_expe","plus_autom","plus_dorares","plus_dostandards","plus_theo","plus_workflow","plus_modeli","plus_support","temps_collecte","temps_numeriser","temps_corpus","temps_nettoyer","temps_structurer","temps_analyser","temps_modeliser","temps_visu","temps_qualifier","temps_archiver","temps_qualite","temps_disporech","temps_com","temps_formation","source_terrain","source_instru","source_bddOA","source_bddabo","source_bddcoll","source_article","source_web","source_archive","produit_fichierordi","produit_fichierhteperf","produit_norme","produit_script","produit_logiciel","produit_notesnum","produit_notespap","tailleequipe","wavec_perman","wavec_nonperman","wavec_IT","wavec_SI","wavec_bib","wavec_jur","wavec_valo","wavec_scouv","wavec_manag","wavec_com","wavec_intnat","sysOS","log_tab","log_tabsci","log_bdd","log_visu","log_stat","log_image","log_datasci","log_prog","log_entrep","log_nonapp","outil_moi","outil_equipe","outil_parten","outil_employeur","outil_reso","outil_liste","outil_formation","outil_colloque","outil_informel","outil_veille","outil_nonapp","forma_equipe","forma_parten","forma_atelier","forma_informel","forma_mooc","forma_presentiel","forma_continue","forma_tuto","forma_papier","forma_nonapp"
770,5,2,"Oui","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Assez","Non","Non","Oui","Oui","Oui","Non","Non","Parfois","Jamais","Jamais","Souvent","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","oui","non","non","non","non","Oui","Toujours","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Souvent","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","moins","NA","NA","moins","NA","plus","moins","moins","moins","NA","NA","moins","NA","moins","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non"
926,2,2,"Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Peu","Oui","Non","Non","Oui","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","oui","non","non","non","non","Oui","Non applicable","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non applicable","NA","NA","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","NA","NA","moins","NA","NA","plus","plus","NA","NA","moins","NA","NA","moins","moins","Non","Non","Oui","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","6a10","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non"
972,5,2,"Oui","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Assez","Non","Non","Oui","Oui","Oui","Non","Oui","Souvent","Souvent","Parfois","Toujours","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","oui","non","non","oui","non","Oui","Toujours","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","NA","NA","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Oui","Non","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","moins","NA","NA","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","11plus","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","LinuxUnix","Oui","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non"
1045,5,2,"Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Assez","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Souvent","Parfois","NA","NA","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Non","oui","oui","non","non","oui","Oui","Souvent","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Souvent","plutotsat","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Non","Oui","moins","NA","moins","moins","moins","plus","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","11plus","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non"
1064,2,2,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Assez","Non","Non","Non","Non","Oui","Non","Non","Parfois","Jamais","Jamais","Jamais","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","non","non","oui","non","non","Non","Jamais","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non applicable","NA","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Non","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Windows","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non"
1086,5,2,"Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Assez","Oui","Oui","Oui","Oui","Oui","Non","Oui","Parfois","Parfois","Parfois","Parfois","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","non","non","non","oui","non","Oui","Parfois","Non","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Souvent","plutotsat","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Plus de dix ans","CNRS","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Non","Non","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","6a10","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","LinuxUnix","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non"
1185,3,2,"Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Tout à fait","Oui","Non","Non","Non","Non","Non","Non","Parfois","Parfois","Souvent","Jamais","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","non","oui","oui","oui","non","Je ne sais pas","Parfois","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non applicable","NA","NA","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","linguistique","Une femme","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","moins","moins","moins","moins","plus","moins","moins","NA","moins","moins","NA","NA","NA","Oui","Non","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Windows","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non"
14,1,2,"Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Peu","Oui","Non","Non","Non","Oui","Non","Non","Jamais","Parfois","Souvent","Toujours","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","oui","oui","non","non","non","Non applicable","Jamais","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non applicable","NA","NA","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Moins de cinq ans","NA","Non","Oui","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Autre","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","moins","moins","moins","plus","plus","NA","NA","NA","NA","NA","plus","moins","moins","plus","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","11plus","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","LinuxUnix","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non"
15,1,2,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Pas du tout","Oui","Non","Oui","Non","Oui","Non","Oui","NA","NA","NA","NA","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","oui","non","oui","Non","Jamais","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","NA","NA","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Moins de cinq ans","NA","Oui","Non","Non","Non","Non","fonct","Oui","Non","Non","Non","Non","Non","Non","Non","Non","NA","Autre","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","6a10","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","LinuxUnix","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non"
16,1,2,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Pas du tout","Non","Non","Non","Non","Non","Oui","Non","NA","NA","NA","NA","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","oui","non","non","Non applicable","Jamais","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","NA","NA","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Cinq à dix ans","NA","Oui","Non","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Un homme","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","2a5","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","LinuxUnix","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non"
50,3,2,"Non","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Assez","Non","Non","Oui","Non","Oui","Non","Oui","Parfois","Jamais","Parfois","Souvent","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","non","non","non","oui","non","Oui","Parfois","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","NA","NA","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Plus de dix ans","NA","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","NA","Un homme","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","NA","moins","NA","moins","moins","moins","moins","NA","moins","NA","NA","moins","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Non","Oui","Non","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Windows","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
60,5,2,"Oui","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Tout à fait","Non","Oui","Oui","Non","Oui","Non","Oui","Souvent","NA","Parfois","Parfois","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non","oui","non","non","oui","non","Oui","Parfois","Non","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Oui","Parfois","plutotsat","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Moins de cinq ans","autre","Non","Oui","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Un homme","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","moins","NA","moins","moins","moins","moins","NA","moins","moins","moins","moins","moins","moins","moins","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui","Oui","Non","Oui","Non","Non"
83,3,2,"Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Tout à fait","Non","Non","Oui","Non","Non","Non","Non","NA","NA","Toujours","NA","Non","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","non","non","non","oui","non","Oui","Toujours","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Parfois","nini","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus de dix ans","NA","Oui","Non","Non","Non","Non","fonct","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","NA","Autre","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","moins","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","2a5","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Oui","Non"
119,2,2,"Non","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Peu","Non","Non","Non","Oui","Oui","Non","Oui","Parfois","Jamais","Jamais","Jamais","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","oui","non","oui","non","non","Je ne sais pas","Parfois","Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","NA","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Cinq à dix ans","autre","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Autre","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","plus","moins","NA","NA","moins","plus","NA","NA","NA","NA","NA","NA","NA","NA","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","MacOS","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non"
142,2,2,"Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Assez","Non","Non","Non","Oui","Non","Non","Non","Parfois","Parfois","Parfois","Jamais","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","non","oui","non","oui","oui","Oui","Souvent","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui","Parfois","tressat","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Moins de cinq ans","CNRS","Oui","Non","Non","Non","Non","CDI","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","moins","moins","plus","NA","moins","plus","moins","moins","moins","NA","moins","NA","NA","moins","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","MacOS","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non"
172,2,2,"Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Pas du tout","Non","Non","Non","Oui","Non","Non","Non","Jamais","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","non","oui","non","non","oui","Oui","Jamais","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Jamais","NA","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Plus de dix ans","Université","Oui","Non","Non","Non","Non","fonct","Non","Non","Oui","Non","Non","Non","Non","Non","Non","NA","Une femme","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","moins","NA","NA","NA","NA","moins","NA","NA","moins","NA","NA","NA","NA","NA","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","2a5","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non"
257,4,2,"Oui","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Assez","Non","Non","Oui","Oui","Non","Non","Oui","Parfois","Jamais","Jamais","Jamais","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","non","oui","non","oui","non","Oui","Parfois","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","NA","nini","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Plus de dix ans","NA","Non","Non","Non","Non","Non","fonct","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","NA","Autre","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Non","plus","NA","NA","plus","plus","plus","moins","moins","NA","moins","moins","moins","plus","NA","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","2a5","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Windows","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non"
